nFrameNo,nDetectId,nObjectType,nRealXPos[mm],nDistance[mm],nWidth[mm],nHeight[mm],nXSpeed,nZSpeed,nXAcceleration,nZAcceleration,,,image_xs[pixel],image_ys[pixel],image_width[pixel],image_height[pixel]
519,36,0,1050,11715,889,2347,0,0,0,0,,,122,309,7,15
519,37,0,-5971,17274,1064,1776,0,0,0,0,,,62,225,11,27
519,43,0,-6737,35535,1508,1806,0,0,0,0,,,61,113,9,13
520,8,0,3635,14303,804,829,0,0,0,0,,,141,263,9,19
520,16,0,-2645,17010,1159,2085,0,0,0,0,,,91,226,10,26
521,13,0,-2611,17125,1218,1802,0,0,0,0,,,91,220,11,31
521,18,0,3631,15141,1367,1095,0,0,0,0,,,141,253,11,25
521,20,0,-5867,16515,651,1679,0,0,0,0,,,69,240,4,11
521,26,0,1043,11865,879,2355,0,0,0,0,,,122,300,7,25
522,8,0,3736,14427,802,845,0,0,0,0,,,143,263,8,15
522,13,0,-2636,16956,1105,1794,0,0,0,0,,,92,229,10,22
522,34,0,1049,11782,894,2353,0,0,0,0,,,122,307,7,14
523,11,0,3816,14211,611,926,0,0,0,0,,,144,265,7,19
523,21,0,990,11835,1033,2279,0,0,0,0,,,121,303,9,21
523,25,0,-5548,19287,957,1222,0,0,0,0,,,72,208,7,19
523,33,0,-5334,16013,766,1273,0,0,0,0,,,74,244,5,13
524,15,0,-5414,16797,1818,1908,0,0,0,0,,,64,229,16,27
524,47,0,-6260,34435,535,1606,0,0,0,0,,,67,120,4,7
525,3,0,-6345,44205,555,1057,0,0,0,0,,,64,92,6,10
525,7,0,-5630,20290,728,1092,0,0,0,0,,,69,204,7,13
525,26,0,-5550,16813,1548,1789,0,0,0,0,,,65,231,13,23
525,33,0,969,11830,976,2363,0,0,0,0,,,121,303,8,21
525,60,0,-4128,15617,607,1793,0,0,0,0,,,83,251,4,6
526,4,0,-6601,24260,493,1842,0,0,0,0,,,62,172,7,10
526,14,0,-2596,17363,882,1796,0,0,0,0,,,92,222,9,22
526,20,0,1021,11865,1078,2363,0,0,0,0,,,121,301,9,24
527,21,0,-2597,17369,810,2088,0,0,0,0,,,93,224,6,21
527,36,0,988,11809,1017,2351,0,0,0,0,,,121,305,9,18
527,40,0,-3919,16103,568,1666,0,0,0,0,,,85,242,5,13
528,49,0,-5752,20164,349,1049,0,0,0,0,,,71,208,4,8
528,56,0,-7510,34216,920,1227,0,0,0,0,,,54,122,7,10
528,60,0,-7040,37851,452,1765,0,0,0,0,,,61,110,4,6
528,67,0,2771,9776,397,415,0,0,0,0,,,137,358,4,5
529,16,0,-2674,17263,526,1713,0,0,0,0,,,93,230,5,15
529,21,0,-5399,16384,1499,1861,0,0,0,0,,,68,237,12,20
529,34,0,-8136,37170,1022,2023,0,0,0,0,,,48,111,8,11
530,9,0,-2662,17525,586,1718,0,0,0,0,,,93,225,5,18
530,27,0,-8090,36660,898,1600,0,0,0,0,,,48,113,8,10
531,15,0,-2580,17614,726,1759,0,0,0,0,,,92,224,8,16
531,27,0,-5497,16593,1518,1806,0,0,0,0,,,66,233,12,24
531,45,0,1353,12234,475,1565,0,0,0,0,,,126,298,4,10
533,17,0,-2559,17754,775,2113,0,0,0,0,,,93,221,8,18
533,62,0,-8356,36198,346,1212,0,0,0,0,,,48,113,7,9
534,3,0,-2558,17676,718,1786,0,0,0,0,,,92,222,9,19
534,21,0,1001,12131,1066,1915,0,0,0,0,,,121,290,9,26
534,58,0,-7735,33249,477,1531,0,0,0,0,,,55,126,5,8
535,0,0,-2474,17760,902,1986,0,0,0,0,,,92,220,10,20
535,27,0,-5434,16953,1885,1865,0,0,0,0,,,64,229,18,22
536,9,0,-2457,17711,910,1790,0,0,0,0,,,93,220,9,22
536,61,0,2725,9635,386,426,0,0,0,0,,,137,360,4,9
537,7,0,-2377,17668,1035,2102,0,0,0,0,,,92,215,12,29
537,17,0,947,12184,976,1909,0,0,0,0,,,121,286,8,30
537,35,0,-5524,17041,1783,2160,0,0,0,0,,,64,228,20,22
538,23,0,-2560,17762,711,2082,0,0,0,0,,,92,213,9,30
538,41,0,-8086,35579,531,1489,0,0,0,0,,,49,114,8,12
538,49,0,-5408,16683,1696,2065,0,0,0,0,,,66,229,17,29
538,63,0,-4081,16808,402,1367,0,0,0,0,,,83,237,4,7
539,11,0,-2445,17477,825,1797,0,0,0,0,,,93,221,9,26
539,31,0,-5431,16634,1661,1979,0,0,0,0,,,65,229,16,31
539,43,0,2739,9524,301,415,0,0,0,0,,,137,361,4,9
539,46,0,-5884,20160,422,494,0,0,0,0,,,69,209,4,7
539,53,0,-11719,61622,626,1031,0,0,0,0,,,25,67,4,6
540,22,0,-2492,17365,695,1807,0,0,0,0,,,94,222,7,24
541,0,0,-9620,47171,338,987,0,0,0,0,,,40,89,5,4
541,14,0,-2481,17506,753,1978,0,0,0,0,,,94,223,7,21
541,38,0,-5058,15519,714,2088,0,0,0,0,,,75,251,5,9
542,29,0,-5365,16582,1725,2102,0,0,0,0,,,66,230,16,30
542,31,0,3792,14577,706,810,0,0,0,0,,,144,260,7,17
542,38,0,-2476,17109,613,1770,0,0,0,0,,,95,232,5,13
543,16,0,-2118,17193,1326,1799,0,0,0,0,,,94,223,12,26
544,12,0,876,12215,803,2381,0,0,0,0,,,121,293,6,20
544,29,0,-8614,37027,487,1240,0,0,0,0,,,47,109,8,12
544,31,0,-5385,16645,1722,1891,0,0,0,0,,,67,230,14,29
544,37,0,-2066,17106,1370,2097,0,0,0,0,,,95,229,11,19
545,18,0,6204,21748,585,2471,0,0,0,0,,,163,189,7,14
545,34,0,862,12327,781,1607,0,0,0,0,,,121,291,6,19
545,42,0,-5413,16640,1681,1960,0,0,0,0,,,68,232,12,26
545,69,0,-2426,16973,598,2091,0,0,0,0,,,95,232,6,16
546,10,0,808,12404,667,1595,0,0,0,0,,,121,291,5,17
546,45,0,-5276,33802,444,1273,0,0,0,0,,,75,123,4,8
547,21,0,-13271,69780,542,1293,0,0,0,0,,,9,60,8,4
547,34,0,-5425,16674,1665,1864,0,0,0,0,,,67,231,13,27
547,58,0,-2437,16772,501,1815,0,0,0,0,,,96,238,4,8
548,16,0,-8704,39122,748,865,0,0,0,0,,,46,104,6,13
548,26,0,-5463,16853,1713,1542,0,0,0,0,,,66,228,13,29
548,45,0,-9551,47107,338,535,0,0,0,0,,,40,89,4,5
549,32,0,307,12525,1161,1925,0,0,0,0,,,115,289,9,20
549,56,0,-5411,16693,1707,1926,0,0,0,0,,,67,230,14,28
549,59,0,-4226,16786,562,1375,0,0,0,0,,,83,235,4,12
549,62,0,-11017,57926,727,1073,0,0,0,0,,,26,68,11,13
549,67,0,-4949,29663,603,1011,0,0,0,0,,,76,142,5,6
550,9,0,620,12655,1793,2452,0,0,0,0,,,115,288,14,17
550,20,0,3949,15144,661,787,0,0,0,0,,,146,255,6,15
550,23,0,-4157,16873,343,1352,0,0,0,0,,,83,235,4,10
551,18,0,-5393,16609,1678,1907,0,0,0,0,,,66,230,15,30
552,10,0,-8116,36578,831,2143,0,0,0,0,,,49,113,6,9
552,17,0,166,12616,384,1576,0,0,0,0,,,117,291,4,14
552,41,0,-6689,40525,387,1938,0,0,0,0,,,62,102,5,8
553,25,0,-5913,20302,412,461,0,0,0,0,,,69,207,5,8
554,30,0,-2257,16552,673,2068,0,0,0,0,,,97,241,5,8
555,16,0,-2264,16462,679,1791,0,0,0,0,,,97,242,5,7
555,31,0,-7726,36703,614,2019,0,0,0,0,,,54,114,4,7
558,47,0,-6295,17485,575,1244,0,0,0,0,,,63,227,8,15
558,50,0,-10688,56377,606,708,0,0,0,0,,,31,74,5,4
559,2,0,-14658,43379,466,1634,0,0,0,0,,,1,96,5,4
559,13,0,-4448,16903,899,1597,0,0,0,0,,,80,230,7,15
559,17,0,-6845,41322,395,1853,0,0,0,0,,,61,99,7,11
560,0,0,-14087,42365,557,1570,0,0,0,0,,,4,98,8,6
562,11,0,-983,12952,1371,1936,0,0,0,0,,,104,284,11,17
562,24,0,-5983,20251,884,968,0,0,0,0,,,68,206,5,11
562,38,0,-2358,16570,485,1793,0,0,0,0,,,97,241,4,7
563,10,0,-1054,12959,1232,1914,0,0,0,0,,,104,284,10,17
563,21,0,-2360,16516,484,1817,0,0,0,0,,,97,240,4,9
564,36,0,-4308,16831,775,1671,0,0,0,0,,,81,235,6,10
564,40,0,-4479,27534,477,971,0,0,0,0,,,80,153,4,7
564,43,0,-6927,37727,338,1511,0,0,0,0,,,61,112,4,3
565,14,0,-1251,13158,1471,1778,0,0,0,0,,,102,280,11,17
566,0,0,-13042,39505,1204,2504,0,0,0,0,,,12,100,8,12
566,33,0,-1255,13200,1484,1831,0,0,0,0,,,101,280,12,16
567,26,0,-11349,59299,496,815,0,0,0,0,,,25,71,6,3
567,34,0,-5715,20506,883,1618,0,0,0,0,,,70,197,7,20
568,6,0,-5806,19936,1073,1096,0,0,0,0,,,69,198,9,26
568,17,0,-8796,23877,442,1428,0,0,0,0,,,45,174,7,10
569,10,0,-5823,19993,1088,2188,0,0,0,0,,,67,197,12,27
569,40,0,-1634,13394,1417,1954,0,0,0,0,,,99,276,11,18
569,45,0,-4429,16948,810,1682,0,0,0,0,,,80,232,6,12
570,2,0,-5819,19939,1013,2206,0,0,0,0,,,67,197,12,28
570,16,0,-13249,68586,328,451,0,0,0,0,,,11,61,5,3
570,36,0,-4421,17273,609,1694,0,0,0,0,,,81,228,5,12
570,41,0,-1506,13466,1200,2029,0,0,0,0,,,101,278,9,11
572,9,0,-5822,19748,944,1523,0,0,0,0,,,67,198,11,30
572,15,0,-4950,21222,456,1116,0,0,0,0,,,76,198,6,12
573,7,0,-5893,20069,996,1500,0,0,0,0,,,67,200,9,21
575,4,0,-13505,51556,709,863,0,0,0,0,,,5,79,10,7
576,12,0,-2068,14719,985,2068,0,0,0,0,,,96,257,9,15
577,9,0,-2114,14487,1005,2044,0,0,0,0,,,96,257,9,23
578,10,0,3952,17075,1511,1205,0,0,0,0,,,141,226,13,19
579,25,0,-14169,42997,977,2134,0,0,0,0,,,1,93,9,10
580,41,0,-6815,36881,441,1654,0,0,0,0,,,63,111,4,9
581,29,0,298,14662,640,1587,0,0,0,0,,,117,262,5,7
583,10,0,-2128,15016,1454,2065,0,0,0,0,,,94,242,11,33
583,35,0,-6755,35631,596,1662,0,0,0,0,,,63,113,5,11
584,31,0,5478,20043,515,1222,0,0,0,0,,,158,210,4,7
585,12,0,-2171,15317,1548,2052,0,0,0,0,,,93,238,12,35
586,0,0,-2175,15546,1701,2054,0,0,0,0,,,92,236,14,36
587,24,0,686,23413,672,588,0,0,0,0,,,119,180,6,6
589,47,0,-4316,16291,798,1656,0,0,0,0,,,81,242,6,10
590,28,0,-2445,15975,1461,2082,0,0,0,0,,,91,237,12,27
592,14,0,-2521,16154,1526,1893,0,0,0,0,,,90,236,13,26
593,78,0,231,13844,505,1581,0,0,0,0,,,117,275,4,5
595,25,0,-6384,19552,1952,2210,0,0,0,0,,,55,195,20,38
596,12,0,-2536,16313,1697,1814,0,0,0,0,,,88,231,16,30
598,16,0,-4176,16203,581,1695,0,0,0,0,,,84,234,4,24
598,22,0,-6419,19621,1994,1971,0,0,0,0,,,56,193,18,40
600,23,0,2690,9512,381,460,0,0,0,0,,,137,361,4,10
602,4,0,-4217,16098,760,1694,0,0,0,0,,,83,237,5,22
602,49,0,-6468,19175,1456,2133,0,0,0,0,,,59,210,14,20
603,5,0,-2703,16991,1890,2083,0,0,0,0,,,86,220,17,34
603,7,0,-4206,16355,645,1692,0,0,0,0,,,83,233,5,21
603,47,0,-6572,19146,1236,1969,0,0,0,0,,,57,209,16,24
603,62,0,-3714,38342,321,1031,0,0,0,0,,,86,109,4,6
604,11,0,-4224,16390,695,1695,0,0,0,0,,,83,231,4,23
604,51,0,735,21577,477,864,0,0,0,0,,,121,196,4,5
605,0,0,-2804,17238,1804,2000,0,0,0,0,,,86,219,17,32
605,2,0,-4379,16418,805,1718,0,0,0,0,,,81,231,6,20
605,37,0,-6680,19391,1298,2203,0,0,0,0,,,57,206,14,26
606,2,0,-4231,16416,471,1708,0,0,0,0,,,83,237,4,13
606,10,0,-11760,42106,352,579,0,0,0,0,,,22,100,5,4
607,4,0,-2827,17507,1916,1978,0,0,0,0,,,86,213,17,37
607,5,0,-4130,16405,677,1677,0,0,0,0,,,83,236,5,14
608,14,0,-129,3223,549,377,0,0,0,0,,,114,518,5,14
608,31,0,-6358,19052,1583,2210,0,0,0,0,,,59,212,14,19
609,6,0,-2856,17692,1936,2031,0,0,0,0,,,86,206,17,42
609,49,0,-6603,19135,1270,1785,0,0,0,0,,,58,211,14,19
610,1,0,-3062,17717,1515,2023,0,0,0,0,,,87,212,14,35
610,25,0,-6597,19488,1491,1969,0,0,0,0,,,57,200,16,30
611,3,0,-2875,17938,1941,2081,0,0,0,0,,,87,211,16,32
611,42,0,-6244,19158,2005,2337,0,0,0,0,,,56,203,21,31
611,77,0,2674,10095,573,1938,0,0,0,0,,,136,351,4,7
611,82,0,-8331,39022,373,2217,0,0,0,0,,,48,105,8,9
612,0,0,-2776,17786,2191,2106,0,0,0,0,,,87,210,17,36
612,19,0,-6349,19408,1926,2356,0,0,0,0,,,57,202,18,30
613,7,0,-6191,19171,2086,2270,0,0,0,0,,,58,201,20,32
613,68,0,-8340,39171,351,2178,0,0,0,0,,,50,106,4,6
614,17,0,-2660,17865,2083,2019,0,0,0,0,,,87,206,18,40
614,63,0,-12780,48454,637,811,0,0,0,0,,,11,85,11,8
614,73,0,-5041,15581,475,1360,0,0,0,0,,,75,251,5,8
615,0,0,-2779,18010,1809,2025,0,0,0,0,,,87,209,16,35
615,22,0,1041,24195,520,795,0,0,0,0,,,123,169,5,15
616,7,0,-2646,17990,1969,2033,0,0,0,0,,,88,210,16,33
616,21,0,-7311,20408,805,1879,0,0,0,0,,,53,198,13,21
616,24,0,-9194,42467,330,1600,0,0,0,0,,,42,96,8,10
618,1,0,3879,14162,313,830,0,0,0,0,,,146,263,5,24
618,48,0,-5679,18729,828,1534,0,0,0,0,,,67,215,7,17
618,49,0,-6832,18976,692,1793,0,0,0,0,,,61,215,8,17
619,22,0,-2475,17467,1974,2099,0,0,0,0,,,89,221,17,24
619,38,0,-6835,19405,835,1798,0,0,0,0,,,62,212,5,12
620,67,0,-12285,46686,418,670,0,0,0,0,,,19,91,4,3
621,22,0,-2889,17895,749,1434,0,0,0,0,,,91,224,6,13
621,38,0,4306,58070,312,2292,0,0,0,0,,,148,69,6,8
621,56,0,-7909,37784,610,2101,0,0,0,0,,,53,110,5,6
622,21,0,-9724,28228,371,844,0,0,0,0,,,40,148,5,9
622,28,0,2910,10398,342,429,0,0,0,0,,,138,339,4,11
622,48,0,-4484,15621,719,1242,0,0,0,0,,,80,250,5,8
623,5,0,-2737,17810,1352,2098,0,0,0,0,,,91,221,10,17
624,20,0,-6500,19035,1127,2003,0,0,0,0,,,63,215,7,15
625,38,0,-3476,37994,522,772,0,0,0,0,,,88,110,4,7
626,38,0,-2517,17254,660,1764,0,0,0,0,,,95,230,6,12
627,8,0,-12572,38082,387,1890,0,0,0,0,,,18,110,4,4
627,41,0,-6728,18782,662,1482,0,0,0,0,,,60,217,10,15
627,43,0,-2393,17175,534,2105,0,0,0,0,,,96,232,5,11
628,25,0,-7082,24826,341,1781,0,0,0,0,,,59,169,5,8
628,64,0,-2433,17389,520,1726,0,0,0,0,,,96,230,5,10
629,14,0,-6843,19006,659,1477,0,0,0,0,,,58,214,11,18
629,23,0,2736,36903,419,485,0,0,0,0,,,136,108,6,15
630,12,0,-6573,19082,1278,1734,0,0,0,0,,,58,214,13,16
630,58,0,6181,21714,454,1337,0,0,0,0,,,163,191,4,12
630,61,0,-290,13487,766,1476,0,0,0,0,,,112,280,6,9
630,69,0,-4194,16386,548,1656,0,0,0,0,,,83,241,4,9
631,37,0,3612,14697,1046,764,0,0,0,0,,,142,260,9,15
631,39,0,-6884,19122,629,1532,0,0,0,0,,,62,214,6,11
632,16,0,3569,14738,1154,855,0,0,0,0,,,141,259,10,19
632,26,0,6190,22118,383,1283,0,0,0,0,,,163,191,5,5
633,36,0,-6999,19248,564,1438,0,0,0,0,,,60,215,7,9
634,9,0,3763,14772,803,821,0,0,0,0,,,142,258,9,18
634,39,0,-2459,17354,394,1795,0,0,0,0,,,96,231,4,9
634,53,0,-288,13376,775,1279,0,0,0,0,,,112,282,6,8
635,55,0,-5363,37211,467,890,0,0,0,0,,,73,114,4,3
636,40,0,-1347,15864,474,1736,0,0,0,0,,,105,244,4,11
636,47,0,-2438,17576,504,1713,0,0,0,0,,,96,230,5,7
636,54,0,-6379,37425,425,1678,0,0,0,0,,,65,112,4,4
637,23,0,-2429,17433,490,1720,0,0,0,0,,,96,229,5,11
637,37,0,-8299,39650,616,1114,0,0,0,0,,,50,103,5,8
637,53,0,-5751,31737,303,1480,0,0,0,0,,,71,134,4,5
639,10,0,-12898,35824,407,2099,0,0,0,0,,,13,118,5,4
639,24,0,3544,20435,342,378,0,0,0,0,,,142,205,5,9
639,40,0,-8788,41048,368,736,0,0,0,0,,,44,100,7,8
639,42,0,-2394,17181,472,1798,0,0,0,0,,,96,231,5,13
639,48,0,3740,14854,906,772,0,0,0,0,,,143,259,8,14
640,28,0,-1545,15567,1377,1983,0,0,0,0,,,100,247,11,15
640,32,0,3746,14915,526,749,0,0,0,0,,,145,258,4,14
641,33,0,-217,13487,1153,1774,0,0,0,0,,,111,278,9,13
641,43,0,2822,10104,435,1547,0,0,0,0,,,137,351,4,5
642,9,0,-4387,16825,1187,1771,0,0,0,0,,,79,232,9,15
642,18,0,-351,13372,647,1799,0,0,0,0,,,112,281,5,11
642,35,0,-10563,55368,529,695,0,0,0,0,,,33,76,4,3
643,9,0,-4434,16441,1484,1671,0,0,0,0,,,79,230,11,26
643,43,0,-153,13480,1289,1813,0,0,0,0,,,111,278,10,13
643,57,0,2871,10259,404,404,0,0,0,0,,,138,344,4,9
644,51,0,-294,13319,764,1378,0,0,0,0,,,112,282,6,10
644,59,0,889,20955,551,877,0,0,0,0,,,122,201,5,8
644,62,0,-6397,38757,440,1923,0,0,0,0,,,65,109,4,4
645,26,0,2845,10253,459,459,0,0,0,0,,,137,336,5,21
645,36,0,-4389,16873,1221,1745,0,0,0,0,,,79,231,10,15
645,47,0,-215,13322,1139,1697,0,0,0,0,,,111,282,9,11
645,55,0,-4899,29152,732,1011,0,0,0,0,,,75,143,7,10
646,50,0,-350,13312,644,1687,0,0,0,0,,,112,282,5,10
646,53,0,-3986,15944,543,1678,0,0,0,0,,,84,248,4,6
646,64,0,-10817,57058,682,750,0,0,0,0,,,31,72,5,6
647,5,0,386,19602,762,2274,0,0,0,0,,,117,204,6,29
647,35,0,-286,13285,770,2081,0,0,0,0,,,112,282,6,11
648,31,0,-4158,16635,915,1671,0,0,0,0,,,82,230,7,20
648,34,0,-11491,43273,854,1449,0,0,0,0,,,22,94,10,12
648,47,0,-215,13319,1147,2110,0,0,0,0,,,111,282,9,11
650,40,0,-2280,17251,753,1805,0,0,0,0,,,96,230,6,14
650,43,0,-276,13225,759,1724,0,0,0,0,,,112,284,6,8
650,44,0,-7566,20773,571,1739,0,0,0,0,,,54,200,5,14
651,29,0,-8003,22490,403,1869,0,0,0,0,,,54,185,4,9
651,30,0,657,18028,981,873,0,0,0,0,,,118,221,8,14
651,43,0,-10614,55633,532,998,0,0,0,0,,,32,75,5,6
651,49,0,-3794,25380,561,1138,0,0,0,0,,,85,167,5,6
652,21,0,-3792,15657,561,1685,0,0,0,0,,,85,250,6,8
652,35,0,-7423,20757,670,1688,0,0,0,0,,,58,200,5,12
652,39,0,-5233,29863,589,500,0,0,0,0,,,73,141,5,9
653,31,0,-2407,17126,481,1792,0,0,0,0,,,96,232,5,13
653,32,0,-277,13253,776,1513,0,0,0,0,,,112,283,6,10
654,18,0,-4573,28013,636,1055,0,0,0,0,,,78,151,6,8
654,33,0,-2326,17442,688,1794,0,0,0,0,,,96,230,6,9
654,49,0,-357,13284,627,1787,0,0,0,0,,,112,282,5,11
655,14,0,5062,23909,428,514,0,0,0,0,,,154,174,5,10
656,22,0,-4194,16901,849,1667,0,0,0,0,,,82,232,7,13
656,45,0,-87,13334,1387,1778,0,0,0,0,,,111,280,11,14
657,9,0,-4425,17050,1213,1682,0,0,0,0,,,79,224,10,21
657,25,0,-6180,19138,1430,2037,0,0,0,0,,,64,211,8,18
657,28,0,709,20100,649,901,0,0,0,0,,,120,209,6,7
657,30,0,-2388,17365,540,1765,0,0,0,0,,,96,230,5,10
658,5,0,-4430,17307,1117,1780,0,0,0,0,,,79,223,9,18
658,45,0,-283,13180,772,1781,0,0,0,0,,,112,284,6,10
659,9,0,-4383,17046,1162,1773,0,0,0,0,,,79,223,10,22
659,51,0,-158,13227,1020,1772,0,0,0,0,,,112,283,8,11
660,19,0,-4352,16965,1116,1653,0,0,0,0,,,80,225,9,20
660,22,0,-1185,16660,906,1952,0,0,0,0,,,105,230,6,22
660,24,0,-6756,19613,1325,2041,0,0,0,0,,,57,201,15,30
660,48,0,-2427,17493,502,1789,0,0,0,0,,,96,230,5,8
661,14,0,-6659,19638,1526,2125,0,0,0,0,,,57,197,17,35
661,15,0,-5788,20249,363,1513,0,0,0,0,,,68,197,6,26
661,36,0,-5242,29714,390,497,0,0,0,0,,,74,143,4,5
661,40,0,-340,13240,878,1773,0,0,0,0,,,111,282,7,13
662,15,0,-6471,19744,1983,2149,0,0,0,0,,,58,197,17,33
662,36,0,-1192,16619,884,1958,0,0,0,0,,,105,231,6,21
662,43,0,-174,13249,1212,1782,0,0,0,0,,,111,282,10,12
663,17,0,-4434,39028,303,583,0,0,0,0,,,80,105,5,10
663,38,0,-245,13215,964,1762,0,0,0,0,,,111,283,8,11
664,11,0,-4335,16627,1193,1650,0,0,0,0,,,80,231,9,19
664,33,0,-103,13286,1168,1779,0,0,0,0,,,112,281,9,13
665,43,0,-7216,43403,363,1998,0,0,0,0,,,58,95,5,6
665,56,0,-7,13323,1545,2486,0,0,0,0,,,111,280,12,14
666,64,0,-2469,17494,408,1778,0,0,0,0,,,96,230,4,8
667,34,0,-4232,16768,772,1684,0,0,0,0,,,82,232,6,14
667,38,0,-5597,17828,479,1236,0,0,0,0,,,71,228,4,7
667,40,0,-339,13213,648,1580,0,0,0,0,,,112,284,5,9
668,53,0,-4209,16999,640,1647,0,0,0,0,,,82,234,5,7
669,26,0,-4611,15545,1273,1747,0,0,0,0,,,77,246,8,19
669,31,0,-1091,14844,452,1695,0,0,0,0,,,107,257,4,13
669,64,0,-2445,17704,518,1715,0,0,0,0,,,96,228,4,7
670,14,0,-6942,41308,617,1877,0,0,0,0,,,61,101,4,5
670,26,0,-4276,16824,835,1579,0,0,0,0,,,81,234,7,11
670,30,0,-11774,62104,482,1002,0,0,0,0,,,22,66,7,6
670,36,0,-6848,20595,443,1786,0,0,0,0,,,61,206,4,6
670,37,0,-212,13162,897,1692,0,0,0,0,,,112,285,7,9
671,19,0,-1167,14906,615,1711,0,0,0,0,,,106,256,5,14
671,24,0,-4277,16671,927,1635,0,0,0,0,,,81,236,7,11
672,6,0,-2282,17428,781,1771,0,0,0,0,,,96,229,6,11
672,9,0,-1193,14892,623,1710,0,0,0,0,,,105,257,6,12
672,22,0,-4172,16811,603,1387,0,0,0,0,,,83,236,4,9
672,23,0,-8495,22985,384,1278,0,0,0,0,,,48,182,4,8
672,26,0,-221,13198,907,1626,0,0,0,0,,,112,284,7,9
673,49,0,-11915,63045,641,1093,0,0,0,0,,,19,64,10,7
673,56,0,-7263,21610,348,2042,0,0,0,0,,,58,194,4,9
674,37,0,-2332,17489,690,2071,0,0,0,0,,,96,230,6,8
674,41,0,-5672,18170,847,1782,0,0,0,0,,,69,223,6,10
674,43,0,-4071,16727,410,1410,0,0,0,0,,,84,238,4,7
676,30,0,-1201,14771,1068,1713,0,0,0,0,,,103,257,9,15
676,60,0,-6717,40845,366,1856,0,0,0,0,,,64,102,4,6
676,63,0,-4222,16770,471,1444,0,0,0,0,,,83,237,4,8
677,1,0,-7034,42459,431,1879,0,0,0,0,,,59,98,7,8
677,18,0,-1052,14785,1034,1724,0,0,0,0,,,105,257,9,14
677,43,0,-2343,17573,693,1776,0,0,0,0,,,95,227,7,12
677,52,0,-413,13285,508,1628,0,0,0,0,,,112,281,4,12
677,61,0,-3912,25355,363,1167,0,0,0,0,,,84,167,4,4
678,19,0,-6082,19633,1503,2137,0,0,0,0,,,59,200,16,29
678,41,0,-158,13257,1022,1363,0,0,0,0,,,112,282,8,12
679,33,0,-6277,19583,2248,2119,0,0,0,0,,,56,194,22,38
680,11,0,-6506,19816,1967,2394,0,0,0,0,,,55,191,20,41
680,23,0,-1045,14693,562,1704,0,0,0,0,,,107,256,5,17
680,33,0,-2313,17345,695,2085,0,0,0,0,,,96,228,6,15
681,16,0,-6617,20155,2001,2037,0,0,0,0,,,55,194,20,31
681,25,0,-1086,14651,438,1699,0,0,0,0,,,107,260,4,12
682,25,0,-6748,20442,1956,2127,0,0,0,0,,,55,189,18,34
683,7,0,5608,27746,381,431,0,0,0,0,,,159,151,4,5
683,41,0,-1071,14565,470,1707,0,0,0,0,,,107,262,4,11
683,51,0,-2471,17809,447,1693,0,0,0,0,,,95,222,5,15
683,54,0,-370,13184,827,2113,0,0,0,0,,,111,284,7,10
684,3,0,-6677,20225,1947,2443,0,0,0,0,,,52,189,21,40
685,18,0,-7064,20579,1427,2153,0,0,0,0,,,48,183,23,44
685,95,0,-3841,25390,303,1138,0,0,0,0,,,85,166,5,8
686,8,0,2769,39577,307,639,0,0,0,0,,,137,94,5,23
686,77,0,-1071,14563,487,1707,0,0,0,0,,,107,263,4,8
687,61,0,2608,38256,343,617,0,0,0,0,,,136,110,4,5
687,70,0,-214,13254,1141,1680,0,0,0,0,,,111,282,9,12
687,75,0,-1036,14558,531,1706,0,0,0,0,,,107,262,5,10
688,31,0,3065,40674,364,754,0,0,0,0,,,138,98,5,13
688,45,0,-7047,20492,1397,2144,0,0,0,0,,,56,198,13,20
688,66,0,-11592,42977,385,1259,0,0,0,0,,,25,96,7,8
688,70,0,-1680,15440,434,1680,0,0,0,0,,,102,254,4,5
689,23,0,-7097,20965,1667,2507,0,0,0,0,,,51,175,20,45
690,1,0,2986,39632,355,1090,0,0,0,0,,,138,105,5,7
690,24,0,-7306,21098,1350,2182,0,0,0,0,,,54,178,15,38
690,57,0,-4648,32517,311,583,0,0,0,0,,,79,130,4,5
691,7,0,3146,41760,324,1123,0,0,0,0,,,138,94,8,18
691,13,0,-7265,21164,1468,2050,0,0,0,0,,,54,180,14,38
691,45,0,-1085,14520,468,1710,0,0,0,0,,,107,263,4,9
692,11,0,2945,39405,424,1178,0,0,0,0,,,137,102,6,16
692,27,0,-6946,20163,1350,1953,0,0,0,0,,,57,202,12,17
692,38,0,5759,20190,362,1316,0,0,0,0,,,160,206,4,9
692,62,0,-2218,17090,633,1788,0,0,0,0,,,97,235,5,7
693,16,0,-7093,20664,1433,2150,0,0,0,0,,,55,186,16,35
693,32,0,-13450,70719,549,888,0,0,0,0,,,9,59,6,4
693,39,0,-3724,25210,527,1145,0,0,0,0,,,85,165,7,12
693,49,0,-2216,17159,636,1806,0,0,0,0,,,97,233,5,10
693,51,0,-1074,14484,528,1706,0,0,0,0,,,107,263,4,11
694,39,0,-2179,17030,682,1802,0,0,0,0,,,97,233,6,13
694,49,0,-6820,20008,610,1567,0,0,0,0,,,61,210,5,8
695,66,0,-4639,33007,631,1816,0,0,0,0,,,78,128,5,7
696,57,0,-864,14449,665,1711,0,0,0,0,,,108,265,5,7
697,12,0,-2588,7729,670,1636,0,0,0,0,,,93,388,7,16
697,16,0,-10567,51815,402,619,0,0,0,0,,,32,81,4,4
